City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket,Metropolitan_Area
Visakhapatnam,2017-03-19,51.6,107.27,6.73,23.09,17.76,9.27,0.56,12.14,19.16,3.11,9.99,3.26,107.27,Moderate,1
Visakhapatnam,2017-03-20,56.22,109.69,14.0,24.25,24.23,10.07,1.17,12.52,20.22,3.94,10.43,3.47,109.69,Moderate,1
Visakhapatnam,2017-03-21,48.4,84.08,10.83,22.58,20.77,8.84,1.0,5.62,17.43,3.03,9.87,3.26,84.08,Satisfactory,1
Visakhapatnam,2017-03-22,47.43,92.46,16.78,23.01,25.85,8.9,1.07,8.49,12.91,3.69,13.29,3.81,92.46,Satisfactory,1
Visakhapatnam,2017-03-23,48.72,108.98,16.61,24.53,26.51,8.96,0.72,13.48,14.31,3.75,11.93,3.6,108.98,Moderate,1
Visakhapatnam,2017-03-24,52.68,123.59,19.18,28.39,29.19,8.47,1.14,21.56,14.58,3.67,10.09,3.34,123.59,Moderate,1
Visakhapatnam,2017-03-25,33.5,96.75,4.44,21.75,15.18,8.1,0.56,11.56,15.12,2.8,7.48,2.84,96.75,Satisfactory,1
Visakhapatnam,2017-03-27,41.75,105.5,5.1,21.47,7.79,6.6,0.34,8.8,14.47,1.6,3.88,1.64,105.5,Moderate,1
Visakhapatnam,2017-03-28,33.09,116.29,25.71,17.8,30.29,8.99,1.94,18.5,12.87,4.68,10.19,3.42,116.29,Moderate,1
Visakhapatnam,2017-03-29,30.71,82.42,15.06,15.91,20.71,8.4,1.11,15.93,9.32,4.06,9.33,2.72,82.42,Satisfactory,1
Visakhapatnam,2017-03-30,30.48,92.82,21.87,12.79,24.54,8.67,1.68,15.52,9.25,4.01,9.75,2.97,92.82,Satisfactory,1
Visakhapatnam,2017-03-31,30.66,110.0,25.5,13.76,28.0,8.66,1.71,19.38,9.29,5.16,10.52,3.23,110.0,Moderate,1
Visakhapatnam,2017-04-01,33.98,96.5,19.02,15.38,22.56,8.54,1.55,16.77,9.57,4.51,9.33,2.68,96.5,Satisfactory,1
Visakhapatnam,2017-04-02,32.45,103.49,11.54,16.13,17.96,7.34,1.12,14.92,12.39,3.75,8.49,2.19,103.49,Moderate,1
Visakhapatnam,2017-04-03,28.03,75.36,23.69,16.11,26.39,8.58,1.65,14.5,6.85,3.72,9.57,2.67,82.5,Satisfactory,1
Visakhapatnam,2017-04-04,30.18,86.28,20.43,15.4,24.75,7.65,1.58,14.6,7.31,3.98,10.54,2.74,86.28,Satisfactory,1
Visakhapatnam,2017-04-05,39.15,96.82,15.51,17.95,21.19,7.8,1.6,14.55,11.03,3.66,8.2,2.24,96.82,Satisfactory,1
Visakhapatnam,2017-04-06,46.38,104.17,18.44,20.15,24.3,9.16,1.74,16.06,13.89,3.73,9.15,2.55,104.17,Moderate,1
Visakhapatnam,2017-04-07,45.34,99.45,15.11,18.06,20.8,39.01,1.7,14.11,17.01,3.68,9.2,2.55,99.45,Satisfactory,1
Visakhapatnam,2017-04-08,45.08,98.0,17.0,18.38,23.54,9.31,1.71,15.15,16.39,4.09,9.1,2.54,98.0,Satisfactory,1
Visakhapatnam,2017-04-09,30.88,66.79,7.24,17.28,13.92,7.43,0.98,11.21,11.83,2.24,6.72,1.74,66.79,Satisfactory,1
Visakhapatnam,2017-04-10,43.29,90.62,20.94,12.27,22.22,17.5,2.62,16.4,10.55,5.23,10.37,3.15,131.0,Moderate,1
Visakhapatnam,2017-04-11,28.6,81.5,11.94,17.27,9.63,13.21,0.9,8.72,11.9,1.61,5.02,1.2,81.5,Satisfactory,1
Visakhapatnam,2017-11-01,47.12,96.39,1.2,0.17,0.17,0.15,1.25,4.36,80.43,2.67,6.02,1.07,96.39,Satisfactory,1
Visakhapatnam,2017-11-06,22.41,48.12,0.92,5.76,1.65,0.12,0.71,5.35,49.78,2.59,5.84,1.04,49.78,Good,1
Visakhapatnam,2017-11-07,28.03,55.26,2.6,4.43,4.45,0.62,0.79,4.23,62.64,2.69,5.38,1.01,62.64,Satisfactory,1
Visakhapatnam,2017-11-08,29.4,61.49,5.56,13.63,11.07,0.77,0.75,5.03,68.2,2.67,5.08,0.99,68.2,Satisfactory,1
Visakhapatnam,2017-11-09,42.25,81.14,6.16,13.34,12.03,1.17,0.83,6.52,75.27,2.89,5.38,1.15,81.14,Satisfactory,1
Visakhapatnam,2017-11-10,54.75,97.61,6.11,2.68,4.18,1.04,0.8,7.43,79.11,3.19,5.58,1.04,97.61,Satisfactory,1
Visakhapatnam,2017-11-11,60.62,109.46,6.19,0.38,0.81,1.11,0.85,7.45,109.06,2.84,4.93,0.93,109.46,Moderate,1
Visakhapatnam,2017-11-13,33.02,72.5,1.64,19.44,2.73,0.14,0.75,5.84,89.53,2.7,4.62,0.62,89.53,Satisfactory,1
Visakhapatnam,2017-11-14,30.55,54.72,4.37,16.56,12.06,1.38,0.76,3.89,63.31,2.92,4.8,1.09,63.31,Satisfactory,1
Visakhapatnam,2017-11-15,13.1,27.08,5.88,14.82,12.59,3.82,0.74,4.74,42.26,2.61,4.33,1.05,42.26,Good,1
Visakhapatnam,2017-11-16,6.48,22.89,7.13,11.61,11.94,1.39,0.74,5.57,29.49,2.63,5.43,1.45,37.0,Good,1
Visakhapatnam,2017-11-17,7.8,18.72,8.16,14.27,14.19,1.13,0.76,5.12,22.19,2.55,5.67,1.68,38.0,Good,1
Visakhapatnam,2017-11-18,10.89,28.9,7.06,10.62,11.36,1.49,0.71,6.13,30.74,2.58,6.78,1.19,35.5,Good,1
Visakhapatnam,2017-11-19,15.12,28.67,1.78,8.23,5.82,1.72,0.63,5.84,31.24,1.93,5.37,0.66,31.5,Good,1
Visakhapatnam,2017-11-20,13.71,28.68,5.91,10.58,10.34,7.27,0.82,6.95,19.47,1.58,4.58,0.83,41.0,Good,1
Visakhapatnam,2017-11-21,38.17,61.47,4.55,8.68,8.28,2.41,0.79,4.93,42.78,2.83,5.74,0.83,61.47,Satisfactory,1
Visakhapatnam,2017-11-22,61.5,106.56,4.52,11.39,9.69,2.19,0.91,5.98,75.21,3.53,7.69,1.09,106.56,Moderate,1
Visakhapatnam,2017-11-23,67.51,130.08,11.25,25.32,22.58,13.3,1.02,8.7,72.79,3.51,6.98,1.81,130.08,Moderate,1
Visakhapatnam,2017-11-24,72.41,138.21,8.14,28.02,21.16,8.59,0.93,9.69,110.54,4.31,8.7,1.94,138.21,Moderate,1
Visakhapatnam,2017-11-25,69.52,119.5,11.08,30.52,25.13,9.98,0.94,8.78,121.73,3.47,6.73,1.07,121.73,Moderate,1
Visakhapatnam,2017-11-26,70.0,124.86,1.39,31.12,17.64,10.32,0.98,8.23,121.71,3.74,5.86,1.1,124.86,Moderate,1
Visakhapatnam,2017-11-27,62.29,125.91,8.62,41.42,28.9,10.87,1.07,7.34,95.86,4.46,8.25,1.98,125.91,Moderate,1
Visakhapatnam,2017-11-28,82.35,172.13,14.68,54.91,41.05,11.96,1.05,8.89,76.15,5.64,10.83,3.56,172.13,Moderate,1
Visakhapatnam,2017-11-29,51.25,133.9,10.83,44.58,32.46,9.56,0.81,5.7,71.32,3.91,7.3,2.13,133.9,Moderate,1
Visakhapatnam,2017-11-30,56.05,92.98,5.43,39.66,25.48,10.89,0.89,7.2,80.85,2.36,4.43,1.13,92.98,Satisfactory,1
Visakhapatnam,2017-12-01,61.99,126.25,11.77,40.34,30.94,10.89,0.91,10.41,90.05,3.29,6.23,1.73,126.25,Moderate,1
Visakhapatnam,2017-12-02,71.27,124.88,6.08,27.71,19.62,11.75,0.94,7.28,122.71,2.75,3.89,0.69,124.88,Moderate,1
Visakhapatnam,2017-12-03,69.02,114.81,1.3,29.42,16.66,11.2,0.93,6.61,110.02,2.82,4.02,0.67,114.81,Moderate,1
Visakhapatnam,2017-12-04,75.65,123.44,6.35,34.31,23.34,12.19,1.1,9.75,106.51,3.1,4.71,1.04,123.44,Moderate,1
Visakhapatnam,2017-12-05,98.32,184.65,19.59,55.94,45.6,13.31,1.23,9.07,81.64,4.31,6.63,1.87,184.65,Moderate,1
Visakhapatnam,2017-12-06,101.28,178.5,18.76,55.34,44.64,13.61,1.3,10.87,77.64,4.56,7.69,2.23,178.5,Moderate,1
Visakhapatnam,2017-12-07,83.65,141.02,6.82,36.78,24.99,20.2,1.09,12.56,96.71,3.5,6.22,1.12,141.02,Moderate,1
Visakhapatnam,2017-12-08,60.98,112.99,3.86,44.64,26.84,12.06,1.04,11.66,77.73,3.09,4.78,1.27,112.99,Moderate,1
Visakhapatnam,2017-12-09,55.61,111.86,10.14,44.59,31.93,11.12,1.06,10.45,53.68,3.19,4.93,1.32,111.86,Moderate,1
Visakhapatnam,2017-12-10,77.81,160.8,16.77,54.45,42.5,13.01,1.14,11.55,37.76,4.16,8.01,1.9,160.8,Moderate,1
Visakhapatnam,2017-12-11,72.49,126.78,8.91,47.58,32.49,15.85,1.11,10.08,46.58,3.5,6.31,1.45,126.78,Moderate,1
Visakhapatnam,2017-12-12,76.95,128.31,21.61,43.73,40.7,17.37,1.16,11.13,36.79,3.93,7.83,1.67,128.31,Moderate,1
Visakhapatnam,2017-12-13,80.72,149.08,37.79,41.51,52.74,15.23,1.26,7.11,36.13,4.02,8.39,2.33,149.08,Moderate,1
Visakhapatnam,2017-12-14,66.31,97.69,1.73,24.11,14.13,14.84,0.93,6.7,64.81,2.54,5.99,0.93,97.69,Satisfactory,1
Visakhapatnam,2017-12-15,66.12,97.87,6.82,36.82,25.01,13.13,1.04,5.84,71.93,2.95,5.9,1.31,97.87,Satisfactory,1
Visakhapatnam,2017-12-16,83.31,163.67,37.77,67.69,66.71,12.29,1.47,14.22,43.04,4.91,8.85,3.08,163.67,Moderate,1
Visakhapatnam,2017-12-17,92.11,181.98,23.36,56.71,49.16,14.04,1.26,14.12,52.25,4.39,7.63,2.4,181.98,Moderate,1
Visakhapatnam,2017-12-18,72.64,139.11,18.69,46.04,39.63,13.05,1.09,26.03,63.46,4.02,6.61,1.65,139.11,Moderate,1
Visakhapatnam,2017-12-19,55.81,121.39,4.86,43.94,27.22,11.15,0.91,9.21,77.78,3.0,5.47,1.29,121.39,Moderate,1
Visakhapatnam,2017-12-20,72.83,137.31,10.25,54.01,37.01,12.09,1.12,6.59,69.33,3.83,6.36,1.87,137.31,Moderate,1
Visakhapatnam,2017-12-21,67.7,110.88,4.24,41.12,25.28,12.53,1.1,6.93,82.73,3.28,6.32,1.46,110.88,Moderate,1
Visakhapatnam,2017-12-22,89.92,178.94,29.44,52.59,51.86,13.92,1.39,10.78,57.23,4.44,7.57,2.32,178.94,Moderate,1
Visakhapatnam,2017-12-23,113.04,195.51,27.63,61.96,55.38,16.66,1.47,40.38,48.63,4.99,8.59,3.09,195.51,Moderate,1
Visakhapatnam,2017-12-24,117.2,183.31,19.69,45.4,40.0,16.56,1.32,13.44,65.61,4.23,6.44,2.09,183.31,Moderate,1
Visakhapatnam,2017-12-25,115.56,168.7,6.88,39.23,26.44,16.31,1.21,8.55,82.6,3.6,4.26,1.2,168.7,Moderate,1
Visakhapatnam,2017-12-26,123.9,202.38,16.37,60.49,45.4,17.16,1.45,15.18,66.62,4.47,6.7,2.26,202.38,Poor,1
Visakhapatnam,2017-12-27,101.93,176.88,15.87,55.93,42.58,14.37,1.2,16.39,69.82,3.76,6.4,1.72,176.88,Moderate,1
Visakhapatnam,2017-12-28,88.29,195.79,28.26,60.83,55.3,11.48,1.28,16.54,57.78,4.7,7.63,2.68,195.79,Moderate,1
Visakhapatnam,2017-12-29,52.25,103.4,9.07,52.56,35.2,11.33,1.08,6.26,52.57,3.59,6.08,1.71,103.4,Moderate,1
Visakhapatnam,2017-12-30,58.56,100.61,2.43,32.45,19.08,12.22,0.93,5.44,80.89,2.76,4.18,1.01,100.61,Moderate,1
Visakhapatnam,2017-12-31,67.75,113.01,1.62,23.54,13.63,12.58,0.93,8.38,112.64,2.62,3.18,0.56,113.01,Moderate,1
Visakhapatnam,2018-01-01,59.73,99.04,1.73,23.69,13.89,11.68,0.95,5.75,95.39,2.7,3.67,0.66,99.04,Satisfactory,1
Visakhapatnam,2018-01-02,64.22,106.57,1.69,28.36,16.24,11.86,1.02,9.84,98.75,2.96,3.6,0.73,106.57,Moderate,1
Visakhapatnam,2018-01-03,72.28,132.6,16.74,52.03,41.16,13.35,1.33,12.67,90.33,3.04,5.95,1.65,132.6,Moderate,1
Visakhapatnam,2018-01-04,112.67,234.51,66.29,83.29,98.05,21.58,1.95,34.16,35.0,3.17,6.12,2.4,234.51,Poor,1
Visakhapatnam,2018-01-05,89.89,183.69,42.93,59.18,66.2,14.24,1.5,11.99,57.98,4.57,7.79,3.35,183.69,Moderate,1
Visakhapatnam,2018-01-06,106.06,218.15,63.93,75.76,92.21,13.74,1.78,12.97,49.1,5.24,9.12,3.95,218.15,Poor,1
Visakhapatnam,2018-01-07,92.74,200.4,51.53,70.87,79.46,15.97,1.6,14.41,54.14,5.0,8.18,3.5,200.4,Poor,1
Visakhapatnam,2018-01-08,100.71,196.05,25.73,60.68,52.99,15.67,1.19,12.79,68.59,5.72,6.42,2.42,196.05,Moderate,1
Visakhapatnam,2018-01-09,63.83,116.56,2.04,33.16,19.04,15.07,0.88,10.25,101.8,2.45,4.42,0.8,116.56,Moderate,1
Visakhapatnam,2018-01-10,98.05,191.53,19.01,62.83,48.04,16.65,1.28,13.18,70.78,4.17,6.77,1.99,191.53,Moderate,1
Visakhapatnam,2018-01-11,123.81,289.19,33.55,70.69,64.86,19.8,1.52,15.06,60.26,6.32,7.06,2.61,289.19,Poor,1
Visakhapatnam,2018-01-12,128.34,254.08,34.94,69.88,65.57,21.94,1.64,15.88,50.55,5.62,7.25,2.76,254.08,Poor,1
Visakhapatnam,2018-01-13,117.2,210.61,13.04,52.2,38.32,22.54,1.19,16.11,33.98,4.21,8.39,1.74,210.61,Poor,1
Visakhapatnam,2018-01-14,199.94,283.0,36.34,62.91,62.89,27.2,2.11,14.33,37.74,5.08,7.05,2.3,283.0,Poor,1
Visakhapatnam,2018-01-15,113.89,203.02,20.08,47.37,41.32,19.15,1.37,11.01,60.7,4.12,5.69,1.9,203.02,Poor,1
Visakhapatnam,2018-01-16,123.38,233.26,12.64,53.99,38.84,20.14,1.48,17.97,52.2,4.36,5.93,1.77,233.26,Poor,1
Visakhapatnam,2018-01-17,104.12,200.75,13.68,50.03,37.54,17.26,1.39,12.76,39.92,4.37,5.94,1.84,200.75,Poor,1
Visakhapatnam,2018-01-18,83.42,168.22,22.29,56.14,47.89,14.19,1.33,14.01,43.42,3.7,5.85,1.79,168.22,Moderate,1
Visakhapatnam,2018-01-19,85.14,187.51,32.49,57.47,56.92,14.41,1.41,10.54,43.48,3.83,5.69,2.23,187.51,Moderate,1
Visakhapatnam,2018-01-20,103.95,249.97,36.89,60.86,62.16,16.32,1.52,14.32,49.83,4.1,6.25,2.66,249.97,Poor,1
Visakhapatnam,2018-01-21,90.25,199.35,34.06,58.21,58.52,18.07,1.48,11.72,52.56,3.84,5.57,2.03,199.35,Moderate,1
Visakhapatnam,2018-01-22,93.18,213.01,21.82,63.07,51.08,18.96,1.52,12.21,52.3,4.12,5.62,2.11,213.01,Poor,1
Visakhapatnam,2018-01-23,108.47,262.9,59.45,87.42,94.82,19.17,1.7,13.74,31.71,4.89,7.16,3.01,262.9,Poor,1
Visakhapatnam,2018-01-27,71.62,124.52,1.7,24.76,14.55,16.42,0.92,8.54,104.23,4.31,6.4,1.83,124.52,Moderate,1
Visakhapatnam,2018-01-28,83.94,152.19,21.27,38.1,37.57,17.95,0.99,18.12,80.72,5.16,8.94,2.54,152.19,Moderate,1
Visakhapatnam,2018-01-29,87.12,156.83,13.37,44.15,34.35,17.01,1.04,9.01,77.9,5.9,9.41,2.99,156.83,Moderate,1
Visakhapatnam,2018-01-30,95.29,202.2,31.84,68.01,62.06,16.09,1.24,21.3,52.07,7.86,14.99,6.39,202.2,Poor,1
Visakhapatnam,2018-01-31,92.94,187.71,17.43,65.32,48.88,16.16,1.15,11.28,61.19,7.66,21.31,3.84,187.71,Moderate,1
Visakhapatnam,2018-02-01,73.77,168.36,16.91,61.11,46.23,14.09,1.15,2.45,57.06,7.47,19.38,3.85,168.36,Moderate,1
Visakhapatnam,2018-02-02,81.05,210.94,20.17,69.86,53.53,14.98,1.19,3.83,46.84,8.43,22.89,4.88,210.94,Poor,1
Visakhapatnam,2018-02-03,78.53,205.06,32.51,65.58,61.32,16.54,1.25,9.44,44.32,8.41,15.95,4.8,205.06,Poor,1
Visakhapatnam,2018-02-04,63.4,191.95,26.6,62.86,55.05,15.52,1.06,11.92,33.84,7.49,14.47,4.31,191.95,Moderate,1
Visakhapatnam,2018-02-05,65.06,179.27,31.51,58.17,56.53,16.39,1.16,11.79,33.73,7.41,14.98,4.76,179.27,Moderate,1
Visakhapatnam,2018-02-06,69.68,183.64,43.41,57.75,66.0,19.37,1.02,11.14,32.3,8.28,14.87,6.18,183.64,Moderate,1
Visakhapatnam,2018-02-07,62.76,139.55,23.22,49.41,45.16,18.36,0.66,9.09,21.18,6.68,17.02,3.81,139.55,Moderate,1
Visakhapatnam,2018-02-08,51.09,114.01,18.01,47.2,39.76,16.05,0.59,10.01,28.8,7.01,20.99,3.29,114.01,Moderate,1
Visakhapatnam,2018-02-09,49.31,125.65,25.44,41.02,42.5,13.87,0.61,9.03,18.52,6.7,18.5,3.86,125.65,Moderate,1
Visakhapatnam,2018-02-10,52.48,119.12,12.38,38.01,30.27,13.99,0.59,8.76,15.79,7.64,13.03,2.86,119.12,Moderate,1
Visakhapatnam,2018-02-11,72.97,129.71,4.22,29.17,15.38,11.54,0.44,10.67,31.16,6.39,9.11,1.92,129.71,Moderate,1
Visakhapatnam,2018-02-14,52.38,113.91,0.98,6.49,2.22,1.42,0.51,8.12,81.06,4.17,7.44,1.8,113.91,Moderate,1
Visakhapatnam,2018-02-15,67.26,169.98,4.29,11.17,9.43,2.05,0.71,10.5,58.92,7.43,13.43,4.97,169.98,Moderate,1
Visakhapatnam,2018-02-16,72.41,150.5,3.63,8.09,5.75,0.98,0.65,10.83,47.88,5.91,10.28,3.92,150.5,Moderate,1
Visakhapatnam,2018-02-17,82.74,155.27,1.0,0.51,0.98,0.15,0.73,10.53,30.64,7.24,12.42,4.18,155.27,Moderate,1
Visakhapatnam,2018-02-18,66.72,112.92,0.44,0.64,0.6,0.19,0.49,10.45,44.98,4.92,13.43,2.18,112.92,Moderate,1
Visakhapatnam,2018-02-19,78.83,143.59,0.84,0.81,1.04,0.24,0.54,9.74,34.1,5.97,9.42,2.72,143.59,Moderate,1
Visakhapatnam,2018-02-20,81.56,161.53,5.29,18.27,13.07,4.64,0.72,10.34,29.31,6.56,16.56,3.43,161.53,Moderate,1
Visakhapatnam,2018-02-21,72.27,183.23,24.48,49.32,46.12,11.02,0.81,10.01,32.77,7.49,13.37,4.3,183.23,Moderate,1
Visakhapatnam,2018-02-22,71.19,194.15,18.76,65.2,49.93,11.49,0.74,17.08,37.11,7.24,17.12,3.6,194.15,Moderate,1
Visakhapatnam,2018-02-23,76.45,188.84,16.74,58.72,44.85,12.7,0.77,16.64,36.6,6.53,18.67,3.38,188.84,Moderate,1
Visakhapatnam,2018-02-24,86.82,256.85,85.97,90.43,117.99,16.13,1.71,29.37,20.95,11.15,34.23,9.54,256.85,Poor,1
Visakhapatnam,2018-02-25,61.99,250.5,83.36,66.23,102.86,19.18,1.11,24.09,35.85,9.57,17.78,8.39,250.5,Poor,1
Visakhapatnam,2018-02-26,58.94,171.6,15.01,80.37,49.45,19.85,0.94,21.12,49.87,6.75,12.01,4.33,171.6,Moderate,1
Visakhapatnam,2018-02-27,48.33,136.39,11.32,59.48,40.83,16.1,0.77,17.88,37.29,5.89,12.9,3.35,136.39,Moderate,1
Visakhapatnam,2018-02-28,50.69,151.74,16.79,67.88,49.76,15.15,0.76,19.73,36.33,6.03,15.35,3.96,151.74,Moderate,1
Visakhapatnam,2018-03-01,56.85,149.89,14.87,58.84,43.38,15.32,0.82,18.51,38.14,7.16,17.09,3.79,149.89,Moderate,1
Visakhapatnam,2018-03-02,54.86,138.5,12.4,49.57,36.46,15.31,0.77,22.91,31.66,5.59,14.59,2.52,138.5,Moderate,1
Visakhapatnam,2018-03-03,37.05,124.78,7.76,56.87,36.56,13.23,0.71,39.68,28.0,5.0,11.26,2.28,124.78,Moderate,1
Visakhapatnam,2018-03-04,31.85,118.47,9.1,57.8,38.14,10.22,0.71,27.14,26.32,4.86,9.74,2.05,118.47,Moderate,1
Visakhapatnam,2018-03-05,47.48,133.72,10.51,51.33,35.96,12.15,0.83,20.42,24.56,5.41,12.49,2.99,133.72,Moderate,1
Visakhapatnam,2018-03-06,48.65,123.68,5.95,43.91,28.18,12.89,0.77,15.75,43.75,6.14,17.79,2.12,123.68,Moderate,1
Visakhapatnam,2018-03-07,64.04,147.36,13.35,48.57,36.69,18.27,0.88,13.82,31.67,6.19,14.16,3.57,147.36,Moderate,1
Visakhapatnam,2018-03-08,50.73,96.61,2.52,20.95,13.2,16.02,0.54,2.57,50.33,3.14,6.63,1.57,96.61,Satisfactory,1
Visakhapatnam,2018-03-09,45.48,84.41,2.12,23.2,14.06,15.28,0.56,3.81,52.11,3.07,6.31,1.34,84.41,Satisfactory,1
Visakhapatnam,2018-03-10,60.64,143.53,12.17,44.34,33.86,15.37,0.75,11.94,45.95,6.26,11.09,3.4,143.53,Moderate,1
Visakhapatnam,2018-03-11,63.92,142.07,7.35,52.48,33.9,12.73,0.82,14.67,42.88,5.56,10.35,2.71,142.07,Moderate,1
Visakhapatnam,2018-03-12,57.28,125.83,9.02,48.37,33.06,12.37,0.73,19.82,31.2,5.77,10.27,2.7,125.83,Moderate,1
Visakhapatnam,2018-03-13,48.89,122.96,10.99,55.29,38.34,10.16,0.78,18.72,27.85,6.25,14.94,3.05,122.96,Moderate,1
Visakhapatnam,2018-03-14,39.85,123.78,9.77,56.73,38.12,10.12,0.78,22.65,29.5,6.55,17.08,3.14,123.78,Moderate,1
Visakhapatnam,2018-03-15,42.34,107.78,16.56,39.02,34.22,10.74,0.83,20.9,11.81,5.38,9.71,2.89,107.78,Moderate,1
Visakhapatnam,2018-03-16,42.47,83.23,7.66,34.41,24.53,12.16,0.62,10.7,20.39,5.0,9.77,1.87,83.23,Satisfactory,1
Visakhapatnam,2018-03-17,96.1,175.91,9.9,66.65,43.48,15.38,1.1,15.43,57.75,8.82,13.14,4.33,175.91,Moderate,1
Visakhapatnam,2018-03-18,93.98,157.14,8.91,52.36,35.1,14.86,0.91,11.91,51.39,6.68,16.1,3.0,157.14,Moderate,1
Visakhapatnam,2018-03-19,67.56,108.03,7.26,39.88,27.24,14.5,0.66,9.05,37.93,4.75,10.86,2.13,108.03,Moderate,1
Visakhapatnam,2018-03-20,55.97,106.51,8.08,40.7,28.34,12.55,0.64,17.06,22.72,4.24,9.59,2.33,106.51,Moderate,1
Visakhapatnam,2018-03-21,60.63,120.63,14.38,46.99,36.83,14.27,0.76,22.86,10.8,5.29,9.51,3.03,120.63,Moderate,1
Visakhapatnam,2018-03-22,51.64,108.06,10.31,41.97,30.71,11.16,0.68,16.68,17.12,5.31,9.47,2.61,108.06,Moderate,1
Visakhapatnam,2018-03-23,55.66,139.74,5.8,41.72,26.56,11.71,0.93,13.78,17.41,5.6,7.3,2.44,139.74,Moderate,1
Visakhapatnam,2018-03-24,54.05,115.06,4.25,31.7,20.32,12.93,0.65,8.25,25.26,4.19,6.07,2.04,115.06,Moderate,1
Visakhapatnam,2018-03-25,45.64,97.95,4.34,27.43,18.13,13.32,0.54,4.7,29.04,2.62,3.95,1.15,97.95,Satisfactory,1
Visakhapatnam,2018-03-26,51.89,114.38,7.66,37.22,26.01,11.49,0.72,9.25,23.1,4.26,7.25,2.21,114.38,Moderate,1
Visakhapatnam,2018-03-27,48.2,107.48,12.51,40.51,31.57,10.91,0.67,24.17,13.97,4.89,7.96,2.8,107.48,Moderate,1
Visakhapatnam,2018-03-28,30.53,74.44,9.91,29.04,23.28,7.57,0.56,18.48,12.55,4.26,8.72,2.41,74.44,Satisfactory,1
Visakhapatnam,2018-03-29,27.49,67.21,5.33,29.4,19.76,9.57,0.57,10.65,17.22,3.54,6.88,2.2,67.21,Satisfactory,1
Visakhapatnam,2018-03-30,29.82,75.32,5.43,27.29,18.9,8.17,0.52,10.8,21.54,3.7,6.73,2.01,75.32,Satisfactory,1
Visakhapatnam,2018-03-31,38.7,94.22,7.62,39.01,26.95,7.64,0.6,14.53,20.53,4.06,8.45,2.79,94.22,Satisfactory,1
Visakhapatnam,2018-04-01,36.96,88.07,9.2,34.75,25.96,7.44,0.62,10.53,19.03,4.42,10.19,2.46,88.07,Satisfactory,1
Visakhapatnam,2018-04-02,29.16,87.32,3.33,30.39,18.88,6.55,0.44,9.41,54.44,3.46,6.5,1.9,87.32,Satisfactory,1
Visakhapatnam,2018-04-03,22.21,55.07,6.84,21.58,17.04,7.39,0.5,3.93,19.39,3.05,5.99,2.18,55.07,Satisfactory,1
Visakhapatnam,2018-04-04,23.84,69.72,5.35,30.58,20.62,7.9,0.43,5.31,23.36,3.21,7.32,2.23,69.72,Satisfactory,1
Visakhapatnam,2018-04-05,27.42,71.41,6.35,35.01,23.79,5.99,0.49,9.32,44.52,3.52,7.53,2.29,71.41,Satisfactory,1
Visakhapatnam,2018-04-06,38.43,102.08,9.74,35.61,26.06,9.51,0.56,10.75,14.98,4.36,9.32,2.21,102.08,Moderate,1
Visakhapatnam,2018-04-07,36.88,82.95,8.42,33.99,24.67,9.1,0.53,12.06,13.83,4.42,10.65,2.96,82.95,Satisfactory,1
Visakhapatnam,2018-04-08,23.42,42.92,2.35,21.57,12.33,6.97,0.31,2.33,65.33,2.3,5.17,1.36,65.33,Satisfactory,1
Visakhapatnam,2018-04-09,39.79,89.78,14.78,40.3,33.42,8.53,0.58,4.88,23.42,4.77,9.8,3.18,89.78,Satisfactory,1
Visakhapatnam,2018-04-10,47.17,97.93,10.02,37.12,27.18,10.42,0.63,13.77,29.1,5.24,13.19,4.43,97.93,Satisfactory,1
Visakhapatnam,2018-04-11,29.43,69.38,11.05,30.01,24.95,8.84,0.52,11.95,18.46,4.99,11.26,2.59,69.38,Satisfactory,1
Visakhapatnam,2018-04-12,22.09,54.98,10.22,28.51,23.41,11.4,0.5,10.36,17.47,3.85,8.7,2.18,54.98,Satisfactory,1
Visakhapatnam,2018-04-13,28.25,83.68,13.24,35.98,29.83,8.67,0.51,17.9,17.23,5.39,11.05,3.96,83.68,Satisfactory,1
Visakhapatnam,2018-04-14,18.89,55.15,11.59,23.41,21.87,8.92,0.56,15.35,12.73,4.25,7.74,2.54,55.15,Satisfactory,1
Visakhapatnam,2018-04-15,15.53,54.14,10.17,27.48,22.81,10.69,0.48,10.19,14.2,3.34,6.8,1.93,54.14,Satisfactory,1
Visakhapatnam,2018-04-16,17.15,57.66,10.0,28.43,23.25,9.46,0.48,16.84,20.28,3.51,7.43,2.09,57.66,Satisfactory,1
Visakhapatnam,2018-04-17,27.23,85.09,11.53,33.99,27.44,11.95,0.64,27.9,13.08,5.94,12.6,3.14,85.09,Satisfactory,1
Visakhapatnam,2018-04-18,19.46,66.45,17.02,31.74,30.71,10.66,0.51,27.42,14.73,4.38,9.06,2.83,66.45,Satisfactory,1
Visakhapatnam,2018-04-19,17.86,65.64,9.19,28.5,22.62,9.01,0.48,14.34,24.0,3.85,8.55,2.31,65.64,Satisfactory,1
Visakhapatnam,2018-04-20,16.36,69.43,9.87,24.01,20.8,10.93,0.57,16.12,11.16,4.25,8.2,2.95,69.43,Satisfactory,1
